거래일,연료원,거래시간,전력거래량(MWh)
2023-12-20,원자력,10,20949
2023-12-20,원자력,11,20957
2023-12-20,원자력,12,20965
2023-12-20,원자력,13,20957
2023-12-20,원자력,14,20956
2023-12-20,원자력,15,20955
2023-12-20,원자력,16,20955
2023-12-20,원자력,17,20952
2023-12-20,원자력,18,20949
2023-12-20,원자력,19,20953
2023-12-20,원자력,20,20952
2023-12-20,원자력,21,20951
2023-12-20,원자력,22,20950
2023-12-20,원자력,23,20949
2023-12-20,원자력,24,20945
2023-12-20,유연탄,1,26521
2023-12-20,유연탄,2,26205
2023-12-20,유연탄,3,25824
2023-12-20,유연탄,4,25947
2023-12-20,유연탄,5,26116
2023-12-20,유연탄,6,26166
2023-12-20,유연탄,7,26047
2023-12-20,유연탄,8,26704
2023-12-20,유연탄,9,27477
2023-12-20,유연탄,10,27496
2023-12-20,유연탄,11,27591
2023-12-20,유연탄,12,27415
2023-12-20,유연탄,13,26619
2023-12-20,유연탄,14,27509
2023-12-20,유연탄,15,27800
2023-12-20,유연탄,16,27793
2023-12-20,유연탄,17,27882
2023-12-20,유연탄,18,27696
2023-12-20,유연탄,19,27574
2023-12-20,유연탄,20,27609
2023-12-20,유연탄,21,27449
2023-12-20,유연탄,22,27018
2023-12-20,유연탄,23,27330
2023-12-20,유연탄,24,27417
2023-12-20,무연탄,1,168
2023-12-20,무연탄,2,168
2023-12-20,무연탄,3,168
2023-12-20,무연탄,4,168
2023-12-20,무연탄,5,168
2023-12-20,무연탄,6,168
2023-12-20,무연탄,7,168
2023-12-20,무연탄,8,167
2023-12-20,무연탄,9,168
2023-12-20,무연탄,10,168
2023-12-20,무연탄,11,168
2023-12-20,무연탄,12,168
2023-12-20,무연탄,13,167
2023-12-20,무연탄,14,176
2023-12-20,무연탄,15,181
2023-12-20,무연탄,16,179
2023-12-20,무연탄,17,180
2023-12-20,무연탄,18,180
2023-12-20,무연탄,19,172
2023-12-20,무연탄,20,166
2023-12-20,무연탄,21,167
2023-12-20,무연탄,22,167
2023-12-20,무연탄,23,167
2023-12-20,무연탄,24,167
2023-12-20,바이오가스,1,35
2023-12-20,바이오가스,2,35
2023-12-20,바이오가스,3,35
2023-12-20,바이오가스,4,35
2023-12-20,바이오가스,5,35
2023-12-20,바이오가스,6,35
2023-12-20,바이오가스,7,35
2023-12-20,바이오가스,8,35
2023-12-20,바이오가스,9,35
2023-12-20,바이오가스,10,35
2023-12-20,바이오가스,11,34
2023-12-20,바이오가스,12,36
2023-12-20,바이오가스,13,37
2023-12-20,바이오가스,14,36
2023-12-20,바이오가스,15,35
2023-12-20,바이오가스,16,34
2023-12-20,바이오가스,17,36
2023-12-20,바이오가스,18,36
2023-12-20,바이오가스,19,36
2023-12-20,바이오가스,20,36
2023-12-20,바이오가스,21,34
2023-12-20,바이오가스,22,34
2023-12-20,바이오가스,23,33
2023-12-20,바이오가스,24,33
2023-12-20,부생가스,1,68
2023-12-20,부생가스,2,67
2023-12-20,부생가스,3,67
2023-12-20,부생가스,4,67
2023-12-20,부생가스,5,67
2023-12-20,부생가스,6,67
2023-12-20,부생가스,7,68
2023-12-20,부생가스,8,72
2023-12-20,부생가스,9,197
2023-12-20,부생가스,10,298
2023-12-20,부생가스,11,264
2023-12-20,부생가스,12,290
2023-12-20,부생가스,13,355
2023-12-20,부생가스,14,356
2023-12-20,부생가스,15,342
2023-12-20,부생가스,16,258
2023-12-20,부생가스,17,188
2023-12-20,부생가스,18,185
2023-12-20,부생가스,19,239
2023-12-20,부생가스,20,244
2023-12-20,부생가스,21,207
2023-12-20,부생가스,22,255
2023-12-20,부생가스,23,225
2023-12-20,부생가스,24,229
2023-12-20,수력,1,315
2023-12-20,수력,2,317
2023-12-20,수력,3,318
2023-12-20,수력,4,319
2023-12-20,수력,5,319
2023-12-20,수력,6,319
2023-12-20,수력,7,321
2023-12-20,수력,8,489
2023-12-20,수력,9,798
2023-12-20,수력,10,784
2023-12-20,수력,11,670
2023-12-20,수력,12,588
2023-12-20,수력,13,504
2023-12-20,수력,14,562
2023-12-20,수력,15,551
2023-12-20,수력,16,567
2023-12-20,수력,17,599
2023-12-20,수력,18,623
2023-12-20,수력,19,645
2023-12-20,수력,20,629
2023-12-20,수력,21,557
2023-12-20,수력,22,431
2023-12-20,수력,23,295
2023-12-20,수력,24,285
2023-12-20,양수,1,0
2023-12-20,양수,2,0
2023-12-20,양수,3,0
2023-12-20,양수,4,0
2023-12-20,양수,5,0
2023-12-20,양수,6,0
2023-12-20,양수,7,0
2023-12-20,양수,8,0
2023-12-20,양수,9,0
2023-12-20,양수,10,322
2023-12-20,양수,11,460
2023-12-20,양수,12,263
2023-12-20,양수,13,0
2023-12-20,양수,14,0
2023-12-20,양수,15,0
2023-12-20,양수,16,721
2023-12-20,양수,17,986
2023-12-20,양수,18,1080
2023-12-20,양수,19,796
2023-12-20,양수,20,483
2023-12-20,양수,21,468
2023-12-20,양수,22,471
2023-12-20,양수,23,384
2023-12-20,양수,24,459
2023-12-20,매립가스,1,28
2023-12-20,매립가스,2,28
2023-12-20,매립가스,3,28
2023-12-20,매립가스,4,28
2023-12-20,매립가스,5,28
2023-12-20,매립가스,6,28
2023-12-20,매립가스,7,28
2023-12-20,매립가스,8,28
2023-12-20,매립가스,9,28
2023-12-20,매립가스,10,27
2023-12-20,매립가스,11,27
2023-12-20,매립가스,12,27
2023-12-20,매립가스,13,27
2023-12-20,매립가스,14,28
2023-12-20,매립가스,15,28
2023-12-20,매립가스,16,28
2023-12-20,매립가스,17,28
2023-12-20,매립가스,18,28
2023-12-20,매립가스,19,28
2023-12-20,매립가스,20,28
2023-12-20,매립가스,21,28
2023-12-20,매립가스,22,28
2023-12-20,매립가스,23,28
2023-12-20,매립가스,24,27
2023-12-20,중유,1,34
2023-12-20,중유,2,34
2023-12-20,중유,3,33
2023-12-20,중유,4,33
2023-12-20,중유,5,33
2023-12-20,중유,6,33
2023-12-20,중유,7,33
2023-12-20,중유,8,33
2023-12-20,중유,9,33
2023-12-20,중유,10,33
2023-12-20,중유,11,34
2023-12-20,중유,12,33
2023-12-20,중유,13,34
2023-12-20,중유,14,34
2023-12-20,중유,15,47
2023-12-20,중유,16,61
2023-12-20,중유,17,62
2023-12-20,중유,18,61
2023-12-20,중유,19,46
2023-12-20,중유,20,36
2023-12-20,중유,21,35
2023-12-20,중유,22,35
2023-12-20,중유,23,35
2023-12-20,중유,24,35
2023-12-20,태양광,1,0
2023-12-20,태양광,2,0
2023-12-20,태양광,3,0
2023-12-20,태양광,4,0
2023-12-20,태양광,5,0
2023-12-20,태양광,6,0
2023-12-20,태양광,7,0
2023-12-20,태양광,8,2
2023-12-20,태양광,9,161
2023-12-20,태양광,10,682
2023-12-20,태양광,11,1081
2023-12-20,태양광,12,1419
2023-12-20,태양광,13,1556
2023-12-20,태양광,14,1599
2023-12-20,태양광,15,1250
2023-12-20,태양광,16,806
2023-12-20,태양광,17,703
2023-12-20,태양광,18,364
2023-12-20,태양광,19,231
2023-12-20,태양광,20,134
2023-12-20,태양광,21,75
2023-12-20,태양광,22,35
2023-12-20,태양광,23,11
2023-12-20,태양광,24,1
2023-12-20,폐기물,1,129
2023-12-20,폐기물,2,129
2023-12-20,폐기물,3,124
2023-12-20,폐기물,4,125
2023-12-20,폐기물,5,129
2023-12-20,폐기물,6,132
2023-12-20,폐기물,7,129
2023-12-20,폐기물,8,127
2023-12-20,폐기물,9,130
2023-12-20,폐기물,10,128
2023-12-20,폐기물,11,128
2023-12-20,폐기물,12,126
2023-12-20,폐기물,13,126
2023-12-20,폐기물,14,126
2023-12-20,폐기물,15,126
2023-12-20,폐기물,16,128
2023-12-20,폐기물,17,130
2023-12-20,폐기물,18,131
2023-12-20,폐기물,19,128
2023-12-20,폐기물,20,121
2023-12-20,폐기물,21,123
2023-12-20,폐기물,22,125
2023-12-20,폐기물,23,121
2023-12-20,폐기물,24,117
2023-12-20,풍력,1,684
2023-12-20,풍력,2,729
2023-12-20,풍력,3,773
2023-12-20,풍력,4,768
2023-12-20,풍력,5,816
2023-12-20,풍력,6,976
2023-12-20,풍력,7,1015
2023-12-20,풍력,8,1008
2023-12-20,풍력,9,1041
2023-12-20,풍력,10,1082
2023-12-20,풍력,11,1065
2023-12-20,풍력,12,1073
2023-12-20,풍력,13,1078
2023-12-20,풍력,14,1091
2023-12-20,풍력,15,1090
2023-12-20,풍력,16,1134
2023-12-20,풍력,17,1163
2023-12-20,풍력,18,1140
2023-12-20,풍력,19,1150
2023-12-20,풍력,20,1146
2023-12-20,풍력,21,1112
2023-12-20,풍력,22,1098
2023-12-20,풍력,23,1046
2023-12-20,풍력,24,976
2023-12-20,LNG,1,15334
2023-12-20,LNG,2,13667
2023-12-20,LNG,3,13312
2023-12-20,LNG,4,13016
2023-12-20,LNG,5,13143
2023-12-20,LNG,6,13997
2023-12-20,LNG,7,16676
2023-12-20,LNG,8,21892
2023-12-20,LNG,9,28804
2023-12-20,LNG,10,31564
2023-12-20,LNG,11,31294
2023-12-20,LNG,12,29908
2023-12-20,LNG,13,27409
2023-12-20,LNG,14,28663
2023-12-20,LNG,15,29758
2023-12-20,LNG,16,30184
2023-12-20,LNG,17,30527
2023-12-20,LNG,18,29952
2023-12-20,LNG,19,27784
2023-12-20,LNG,20,26372
2023-12-20,LNG,21,23857
2023-12-20,LNG,22,21563
2023-12-20,LNG,23,20552
2023-12-20,LNG,24,19844
2023-12-20,연료전지,1,832
2023-12-20,연료전지,2,833
2023-12-20,연료전지,3,833
2023-12-20,연료전지,4,833
2023-12-20,연료전지,5,833
2023-12-20,연료전지,6,833
2023-12-20,연료전지,7,833
2023-12-20,연료전지,8,832
2023-12-20,연료전지,9,831
2023-12-20,연료전지,10,831
2023-12-20,연료전지,11,831
2023-12-20,연료전지,12,831
2023-12-20,연료전지,13,831
2023-12-20,연료전지,14,830
2023-12-20,연료전지,15,830
2023-12-20,연료전지,16,831
2023-12-20,연료전지,17,831
2023-12-20,연료전지,18,831
2023-12-20,연료전지,19,830
2023-12-20,연료전지,20,829
2023-12-20,연료전지,21,829
2023-12-20,연료전지,22,831
2023-12-20,연료전지,23,832
2023-12-20,연료전지,24,832
2023-12-20,경유,1,0
2023-12-20,경유,2,0
2023-12-20,경유,3,0
2023-12-20,경유,4,0
2023-12-20,경유,5,0
2023-12-20,경유,6,0
2023-12-20,경유,7,0
2023-12-20,경유,8,0
2023-12-20,경유,9,0
2023-12-20,경유,10,0
2023-12-20,경유,11,0
2023-12-20,경유,12,0
2023-12-20,경유,13,0
2023-12-20,경유,14,0
2023-12-20,경유,15,0
2023-12-20,경유,16,0
2023-12-20,경유,17,0
2023-12-20,경유,18,0
2023-12-20,경유,19,0
2023-12-20,경유,20,0
2023-12-20,경유,21,0
2023-12-20,경유,22,0
2023-12-20,경유,23,0
2023-12-20,경유,24,0
2023-12-20,해양에너지,1,16
2023-12-20,해양에너지,2,0
2023-12-20,해양에너지,3,0
2023-12-20,해양에너지,4,0
2023-12-20,해양에너지,5,0
2023-12-20,해양에너지,6,0
2023-12-20,해양에너지,7,0
2023-12-20,해양에너지,8,3
2023-12-20,해양에너지,9,93
2023-12-20,해양에너지,10,113
2023-12-20,해양에너지,11,105
2023-12-20,해양에너지,12,65
2023-12-20,해양에너지,13,16
2023-12-20,해양에너지,14,0
2023-12-20,해양에너지,15,0
2023-12-20,해양에너지,16,0
2023-12-20,해양에너지,17,0
2023-12-20,해양에너지,18,0
2023-12-20,해양에너지,19,0
2023-12-20,해양에너지,20,0
2023-12-20,해양에너지,21,73
2023-12-20,해양에너지,22,130
2023-12-20,해양에너지,23,129
2023-12-20,해양에너지,24,104
2023-12-20,바이오매스,1,871
2023-12-20,바이오매스,2,870
2023-12-20,바이오매스,3,870
2023-12-20,바이오매스,4,870
2023-12-20,바이오매스,5,870
2023-12-20,바이오매스,6,869
2023-12-20,바이오매스,7,869
2023-12-20,바이오매스,8,870
2023-12-20,바이오매스,9,869
2023-12-20,바이오매스,10,871
2023-12-20,바이오매스,11,895
2023-12-20,바이오매스,12,913
2023-12-20,바이오매스,13,908
2023-12-20,바이오매스,14,907
2023-12-20,바이오매스,15,908
2023-12-20,바이오매스,16,911
2023-12-20,바이오매스,17,936
2023-12-20,바이오매스,18,971
2023-12-20,바이오매스,19,997
2023-12-20,바이오매스,20,1002
2023-12-20,바이오매스,21,999
2023-12-20,바이오매스,22,1005
2023-12-20,바이오매스,23,1005
2023-12-20,바이오매스,24,1007
2023-12-20,IGCC,1,264
2023-12-20,IGCC,2,263
2023-12-20,IGCC,3,261
2023-12-20,IGCC,4,262
2023-12-20,IGCC,5,263
2023-12-20,IGCC,6,264
2023-12-20,IGCC,7,263
2023-12-20,IGCC,8,264
2023-12-20,IGCC,9,265
2023-12-20,IGCC,10,263
2023-12-20,IGCC,11,261
2023-12-20,IGCC,12,262
2023-12-20,IGCC,13,262
2023-12-20,IGCC,14,260
2023-12-20,IGCC,15,261
2023-12-20,IGCC,16,262
2023-12-20,IGCC,17,263
2023-12-20,IGCC,18,261
2023-12-20,IGCC,19,262
2023-12-20,IGCC,20,263
2023-12-20,IGCC,21,259
2023-12-20,IGCC,22,258
2023-12-20,IGCC,23,263
2023-12-20,IGCC,24,260
2023-12-20,바이오중유,1,204
2023-12-20,바이오중유,2,204
2023-12-20,바이오중유,3,204
2023-12-20,바이오중유,4,204
2023-12-20,바이오중유,5,204
2023-12-20,바이오중유,6,204
2023-12-20,바이오중유,7,204
2023-12-20,바이오중유,8,204
2023-12-20,바이오중유,9,204
2023-12-20,바이오중유,10,204
2023-12-20,바이오중유,11,204
2023-12-20,바이오중유,12,188
2023-12-20,바이오중유,13,144
2023-12-20,바이오중유,14,181
2023-12-20,바이오중유,15,203
2023-12-20,바이오중유,16,203
2023-12-20,바이오중유,17,203
2023-12-20,바이오중유,18,203
2023-12-20,바이오중유,19,203
2023-12-20,바이오중유,20,203
2023-12-20,바이오중유,21,203
2023-12-20,바이오중유,22,203
2023-12-20,바이오중유,23,203
2023-12-20,바이오중유,24,203
2023-12-20,바이오기타,1,0
2023-12-20,바이오기타,2,0
2023-12-20,바이오기타,3,0
2023-12-20,바이오기타,4,0
2023-12-20,바이오기타,5,0
2023-12-20,바이오기타,6,0
2023-12-20,바이오기타,7,0
2023-12-20,바이오기타,8,0
2023-12-20,바이오기타,9,0
2023-12-20,바이오기타,10,0
2023-12-20,바이오기타,11,0
2023-12-20,바이오기타,12,0
2023-12-20,바이오기타,13,0
2023-12-20,바이오기타,14,0
2023-12-20,바이오기타,15,0
2023-12-20,바이오기타,16,0
2023-12-20,바이오기타,17,0
2023-12-20,바이오기타,18,0
2023-12-20,바이오기타,19,0
2023-12-20,바이오기타,20,0
2023-12-20,바이오기타,21,0
2023-12-20,바이오기타,22,0
2023-12-20,바이오기타,23,0
2023-12-20,바이오기타,24,0
2023-12-20,기타,1,52
2023-12-20,기타,2,52
2023-12-20,기타,3,53
2023-12-20,기타,4,50
2023-12-20,기타,5,52
2023-12-20,기타,6,53
2023-12-20,기타,7,52
2023-12-20,기타,8,55
2023-12-20,기타,9,49
2023-12-20,기타,10,45
2023-12-20,기타,11,43
2023-12-20,기타,12,41
2023-12-20,기타,13,41
2023-12-20,기타,14,43
2023-12-20,기타,15,45
2023-12-20,기타,16,47
2023-12-20,기타,17,48
2023-12-20,기타,18,53
2023-12-20,기타,19,59
2023-12-20,기타,20,63
2023-12-20,기타,21,65
2023-12-20,기타,22,66
2023-12-20,기타,23,65
2023-12-20,기타,24,62
2023-12-21,원자력,1,20943
2023-12-21,원자력,2,20941
2023-12-21,원자력,3,20940
2023-12-21,원자력,4,20941
2023-12-21,원자력,5,20942
2023-12-21,원자력,6,20942
2023-12-21,원자력,7,20940
2023-12-21,원자력,8,20938
2023-12-21,원자력,9,20936
2023-12-21,원자력,10,20935
2023-12-21,원자력,11,20937
2023-12-21,원자력,12,20942
2023-12-21,원자력,13,20938
2023-12-21,원자력,14,20936
2023-12-21,원자력,15,20942
2023-12-21,원자력,16,20938
2023-12-21,원자력,17,20932
2023-12-21,원자력,18,20935
2023-12-21,원자력,19,21007
2023-12-21,원자력,20,21032
2023-12-21,원자력,21,21032
2023-12-21,원자력,22,21030
2023-12-21,원자력,23,21028
2023-12-21,원자력,24,21052
2023-12-21,유연탄,1,26816
2023-12-21,유연탄,2,26810
2023-12-21,유연탄,3,26820
2023-12-21,유연탄,4,26714
2023-12-21,유연탄,5,26724
2023-12-21,유연탄,6,26484
2023-12-21,유연탄,7,26601
2023-12-21,유연탄,8,27197
2023-12-21,유연탄,9,27737
2023-12-21,유연탄,10,27692
2023-12-21,유연탄,11,27332
2023-12-21,유연탄,12,26573
2023-12-21,유연탄,13,26287
2023-12-21,유연탄,14,26849
2023-12-21,유연탄,15,26892
2023-12-21,유연탄,16,27483
2023-12-21,유연탄,17,27787
2023-12-21,유연탄,18,27586
2023-12-21,유연탄,19,27256
2023-12-21,유연탄,20,27034
2023-12-21,유연탄,21,26380
2023-12-21,유연탄,22,26183
2023-12-21,유연탄,23,26384
2023-12-21,유연탄,24,26700
2023-12-21,무연탄,1,168
2023-12-21,무연탄,2,167
2023-12-21,무연탄,3,168
2023-12-21,무연탄,4,168
2023-12-21,무연탄,5,168
2023-12-21,무연탄,6,167
2023-12-21,무연탄,7,167
2023-12-21,무연탄,8,167
2023-12-21,무연탄,9,167
2023-12-21,무연탄,10,168
2023-12-21,무연탄,11,167
2023-12-21,무연탄,12,168
2023-12-21,무연탄,13,168
2023-12-21,무연탄,14,168
2023-12-21,무연탄,15,168
2023-12-21,무연탄,16,168
2023-12-21,무연탄,17,167
2023-12-21,무연탄,18,167
2023-12-21,무연탄,19,167
2023-12-21,무연탄,20,167
2023-12-21,무연탄,21,167
2023-12-21,무연탄,22,168
2023-12-21,무연탄,23,168
2023-12-21,무연탄,24,167
2023-12-21,바이오가스,1,33
2023-12-21,바이오가스,2,34
2023-12-21,바이오가스,3,34
2023-12-21,바이오가스,4,33
2023-12-21,바이오가스,5,33
2023-12-21,바이오가스,6,33
2023-12-21,바이오가스,7,33
2023-12-21,바이오가스,8,32
2023-12-21,바이오가스,9,31
2023-12-21,바이오가스,10,33
2023-12-21,바이오가스,11,33
2023-12-21,바이오가스,12,34
2023-12-21,바이오가스,13,35
2023-12-21,바이오가스,14,34
2023-12-21,바이오가스,15,35
2023-12-21,바이오가스,16,33
2023-12-21,바이오가스,17,33
2023-12-21,바이오가스,18,36
2023-12-21,바이오가스,19,37
2023-12-21,바이오가스,20,37
2023-12-21,바이오가스,21,37
2023-12-21,바이오가스,22,36
2023-12-21,바이오가스,23,36
2023-12-21,바이오가스,24,35
2023-12-21,부생가스,1,233
2023-12-21,부생가스,2,250
2023-12-21,부생가스,3,189
2023-12-21,부생가스,4,198
2023-12-21,부생가스,5,186
2023-12-21,부생가스,6,205
2023-12-21,부생가스,7,244
2023-12-21,부생가스,8,233
2023-12-21,부생가스,9,220
2023-12-21,부생가스,10,216
2023-12-21,부생가스,11,274
2023-12-21,부생가스,12,237
2023-12-21,부생가스,13,241
2023-12-21,부생가스,14,261
2023-12-21,부생가스,15,288
2023-12-21,부생가스,16,287
2023-12-21,부생가스,17,328
2023-12-21,부생가스,18,317
2023-12-21,부생가스,19,278
2023-12-21,부생가스,20,248
2023-12-21,부생가스,21,223
2023-12-21,부생가스,22,202
2023-12-21,부생가스,23,195
2023-12-21,부생가스,24,209
2023-12-21,수력,1,269
2023-12-21,수력,2,251
2023-12-21,수력,3,253
2023-12-21,수력,4,251
2023-12-21,수력,5,250
2023-12-21,수력,6,251
2023-12-21,수력,7,253
2023-12-21,수력,8,258
2023-12-21,수력,9,676
2023-12-21,수력,10,718
2023-12-21,수력,11,617
2023-12-21,수력,12,595
2023-12-21,수력,13,369
2023-12-21,수력,14,374
2023-12-21,수력,15,377
2023-12-21,수력,16,621
2023-12-21,수력,17,564
2023-12-21,수력,18,575
2023-12-21,수력,19,540
2023-12-21,수력,20,501
2023-12-21,수력,21,468
2023-12-21,수력,22,350
2023-12-21,수력,23,226
2023-12-21,수력,24,165
2023-12-21,양수,1,278
2023-12-21,양수,2,6
2023-12-21,양수,3,0
2023-12-21,양수,4,0
2023-12-21,양수,5,0
2023-12-21,양수,6,0
2023-12-21,양수,7,0
2023-12-21,양수,8,0
2023-12-21,양수,9,0
2023-12-21,양수,10,0
2023-12-21,양수,11,0
2023-12-21,양수,12,0
2023-12-21,양수,13,0
2023-12-21,양수,14,1
2023-12-21,양수,15,0
2023-12-21,양수,16,0
2023-12-21,양수,17,652
2023-12-21,양수,18,1661
2023-12-21,양수,19,2319
2023-12-21,양수,20,2505
2023-12-21,양수,21,2361
2023-12-21,양수,22,1378
2023-12-21,양수,23,1203
2023-12-21,양수,24,811
2023-12-21,매립가스,1,27
2023-12-21,매립가스,2,27
2023-12-21,매립가스,3,28
2023-12-21,매립가스,4,28
2023-12-21,매립가스,5,28
2023-12-21,매립가스,6,28
2023-12-21,매립가스,7,28
2023-12-21,매립가스,8,28
2023-12-21,매립가스,9,28
2023-12-21,매립가스,10,27
2023-12-21,매립가스,11,26
2023-12-21,매립가스,12,26
2023-12-21,매립가스,13,27
2023-12-21,매립가스,14,27
2023-12-21,매립가스,15,27
2023-12-21,매립가스,16,27
2023-12-21,매립가스,17,27
2023-12-21,매립가스,18,27
2023-12-21,매립가스,19,27
2023-12-21,매립가스,20,27
2023-12-21,매립가스,21,27
2023-12-21,매립가스,22,27
2023-12-21,매립가스,23,27
2023-12-21,매립가스,24,27
2023-12-21,중유,1,36
2023-12-21,중유,2,36
2023-12-21,중유,3,36
2023-12-21,중유,4,36
2023-12-21,중유,5,36
2023-12-21,중유,6,36
2023-12-21,중유,7,36
2023-12-21,중유,8,36
2023-12-21,중유,9,36
2023-12-21,중유,10,36
2023-12-21,중유,11,36
2023-12-21,중유,12,35
2023-12-21,중유,13,35
2023-12-21,중유,14,36
2023-12-21,중유,15,35
2023-12-21,중유,16,36
2023-12-21,중유,17,42
2023-12-21,중유,18,60
2023-12-21,중유,19,60
2023-12-21,중유,20,60
2023-12-21,중유,21,60
2023-12-21,중유,22,49
2023-12-21,중유,23,35
2023-12-21,중유,24,36
2023-12-21,태양광,1,0
2023-12-21,태양광,2,0
2023-12-21,태양광,3,0
2023-12-21,태양광,4,0
2023-12-21,태양광,5,0
2023-12-21,태양광,6,0
2023-12-21,태양광,7,0
2023-12-21,태양광,8,6
2023-12-21,태양광,9,212
2023-12-21,태양광,10,770
2023-12-21,태양광,11,1326
2023-12-21,태양광,12,1702
2023-12-21,태양광,13,1868
2023-12-21,태양광,14,1879
2023-12-21,태양광,15,1609
2023-12-21,태양광,16,992
2023-12-21,태양광,17,425
2023-12-21,태양광,18,200
2023-12-21,태양광,19,215
2023-12-21,태양광,20,200
2023-12-21,태양광,21,139
2023-12-21,태양광,22,82
2023-12-21,태양광,23,32
2023-12-21,태양광,24,9
2023-12-21,폐기물,1,117
2023-12-21,폐기물,2,117
2023-12-21,폐기물,3,121
2023-12-21,폐기물,4,121
2023-12-21,폐기물,5,121
2023-12-21,폐기물,6,117
2023-12-21,폐기물,7,119
2023-12-21,폐기물,8,114
2023-12-21,폐기물,9,114
2023-12-21,폐기물,10,113
2023-12-21,폐기물,11,116
2023-12-21,폐기물,12,111
2023-12-21,폐기물,13,109
2023-12-21,폐기물,14,108
2023-12-21,폐기물,15,113
2023-12-21,폐기물,16,109
2023-12-21,폐기물,17,110
2023-12-21,폐기물,18,110
2023-12-21,폐기물,19,109
2023-12-21,폐기물,20,107
2023-12-21,폐기물,21,107
2023-12-21,폐기물,22,110
2023-12-21,폐기물,23,110
2023-12-21,폐기물,24,114
2023-12-21,풍력,1,919
2023-12-21,풍력,2,823
2023-12-21,풍력,3,759
2023-12-21,풍력,4,775
2023-12-21,풍력,5,922
2023-12-21,풍력,6,945
2023-12-21,풍력,7,882
2023-12-21,풍력,8,806
2023-12-21,풍력,9,749
2023-12-21,풍력,10,824
2023-12-21,풍력,11,773
2023-12-21,풍력,12,757
2023-12-21,풍력,13,777
2023-12-21,풍력,14,789
2023-12-21,풍력,15,777
2023-12-21,풍력,16,782
2023-12-21,풍력,17,791
2023-12-21,풍력,18,786
2023-12-21,풍력,19,795
2023-12-21,풍력,20,763
2023-12-21,풍력,21,768
2023-12-21,풍력,22,780
2023-12-21,풍력,23,785
2023-12-21,풍력,24,837
2023-12-21,LNG,1,17058
2023-12-21,LNG,2,15058
2023-12-21,LNG,3,14826
2023-12-21,LNG,4,14787
2023-12-21,LNG,5,14955
2023-12-21,LNG,6,15881
2023-12-21,LNG,7,18891
2023-12-21,LNG,8,24463
2023-12-21,LNG,9,31837
2023-12-21,LNG,10,34102
2023-12-21,LNG,11,33302
2023-12-21,LNG,12,32578
2023-12-21,LNG,13,30997
2023-12-21,LNG,14,31521
2023-12-21,LNG,15,31135
2023-12-21,LNG,16,32019
2023-12-21,LNG,17,33299
2023-12-21,LNG,18,32153
2023-12-21,LNG,19,28783
2023-12-21,LNG,20,26689
2023-12-21,LNG,21,24359
2023-12-21,LNG,22,22685
2023-12-21,LNG,23,21811
2023-12-21,LNG,24,21421
2023-12-21,연료전지,1,831
2023-12-21,연료전지,2,831
2023-12-21,연료전지,3,831
2023-12-21,연료전지,4,831
2023-12-21,연료전지,5,830
2023-12-21,연료전지,6,829
2023-12-21,연료전지,7,827
2023-12-21,연료전지,8,826
2023-12-21,연료전지,9,825
2023-12-21,연료전지,10,825
2023-12-21,연료전지,11,820
2023-12-21,연료전지,12,817
2023-12-21,연료전지,13,823
2023-12-21,연료전지,14,823
2023-12-21,연료전지,15,824
2023-12-21,연료전지,16,825
2023-12-21,연료전지,17,826
2023-12-21,연료전지,18,826
2023-12-21,연료전지,19,826
2023-12-21,연료전지,20,827
2023-12-21,연료전지,21,828
2023-12-21,연료전지,22,829
2023-12-21,연료전지,23,830
2023-12-21,연료전지,24,831
2023-12-21,경유,1,0
2023-12-21,경유,2,0
2023-12-21,경유,3,0
2023-12-21,경유,4,0
2023-12-21,경유,5,11
2023-12-21,경유,6,98
2023-12-21,경유,7,91
2023-12-21,경유,8,120
2023-12-21,경유,9,208
2023-12-21,경유,10,176
2023-12-21,경유,11,215
2023-12-21,경유,12,129
2023-12-21,경유,13,0
2023-12-21,경유,14,0
2023-12-21,경유,15,0
2023-12-21,경유,16,0
2023-12-21,경유,17,0
2023-12-21,경유,18,0
2023-12-21,경유,19,0
2023-12-21,경유,20,0
2023-12-21,경유,21,0
2023-12-21,경유,22,0
2023-12-21,경유,23,0
2023-12-21,경유,24,1
2023-12-21,해양에너지,1,56
2023-12-21,해양에너지,2,7
2023-12-21,해양에너지,3,0
2023-12-21,해양에너지,4,0
2023-12-21,해양에너지,5,0
2023-12-21,해양에너지,6,0
2023-12-21,해양에너지,7,0
2023-12-21,해양에너지,8,0
2023-12-21,해양에너지,9,0
2023-12-21,해양에너지,10,74
2023-12-21,해양에너지,11,109
2023-12-21,해양에너지,12,107
2023-12-21,해양에너지,13,76
2023-12-21,해양에너지,14,28
2023-12-21,해양에너지,15,0
2023-12-21,해양에너지,16,0
2023-12-21,해양에너지,17,0
2023-12-21,해양에너지,18,0
2023-12-21,해양에너지,19,0
2023-12-21,해양에너지,20,0
2023-12-21,해양에너지,21,0
2023-12-21,해양에너지,22,29
2023-12-21,해양에너지,23,120
2023-12-21,해양에너지,24,124
2023-12-21,바이오매스,1,1009
2023-12-21,바이오매스,2,1008
2023-12-21,바이오매스,3,1005
2023-12-21,바이오매스,4,1007
2023-12-21,바이오매스,5,1010
2023-12-21,바이오매스,6,1012
2023-12-21,바이오매스,7,1010
2023-12-21,바이오매스,8,1012
2023-12-21,바이오매스,9,1013
2023-12-21,바이오매스,10,1013
